Certificate in Industrial Life Sciences (CILS)	CILS	73840
Colloques et séminaires de la Section de physique	CSSP	73814
Cours donnés par la Section de mathématiques pour d'autres sections	CDPSMPDS	73723
Cours donnés par la Section de physique pour étudiants d'autres orientations	CDPSPPEDO	73815
Cours donnés pour la Section de mathématiques par d'autres sections	CDPSMPDS	73724
Cours hors plan	CHP	76566
Cours hors plan de la Section des sciences de la Terre et de l'environnement	CHPSSTL	73753
Cours hors plan dispensés par la Section de chimie	CHPDPSC	73743
Cristallographie	C	73863
Diplôme d'Etudes Français Langue Etrangère	DDFLE	77254
Diplôme d'Etudes Spécialisées en didactique du français langue étrangère	DDSDFLE	77255
Doctorat en biochimie (PhD biochimie)	DBB	73742
Doctorat en chimie (PhD chimie)	DCC	73741
Doctorat ès sciences en Sciences de la vie mention Biosciences moléculaires (PhD in Life Sciences, Specialization in Molecular Biosciences)	DSSVMBMLSSMB	73808
Doctorat ès sciences en Sciences de la vie mention Physique du vivant (PhD in Life Sciences, Specialization in Physics of Biology)	DSSVMPVLSSPB	73811
Doctorat ès sciences en Sciences de la vie mention Sciences pharmaceutiques (PhD in Life Sciences, Specialization in Pharmaceutical Sciences)	DSSVMSPLSSPS	73810
Doctorat ès sciences en Sciences de la vie mention Écologie et évolution (PhD in Life Sciences, Specialization in Ecology and Evolution)	DSSVMEELSSEAE	73809
Ecoles doctorales	ED	73762
Education précoce spécialisée (MAEPS) 90 ECTS	EPS9E	77154
Enseignements dispensés par le Département d'astronomie	EDPDD	73694
Formation des adultes (FA) 120 ECTS	FA1E	77153
Histoire et philosophie des sciences	HPS	73862
Humanités numériques	HN	76289
MA avec spécialisation - Français moderne - Spécialisation en Dramaturgie et histoire du théâtre	MASFMSDHT	73985
MAEP - Master en enseignement primaire	MMEP	77280
MASE - Master bi-disciplinaire en enseignement secondaire MASE bi-disciplinaire	MMBESMB	77315
MASE - Master disciplinaire en enseignement secondaire MASE disciplinaire	MMDESMD	77314
MESP - Master en enseignement spécialisé Diplôme dans le domaine de la pédagogie spécialisée, orientation ens. spécialisé	MMESDDDPSOES	77339
Ma avec spécialisation - Allemand - Option 1 : Littérature et savoirs	MASAO1LS	74263
Ma avec spécialisation - Allemand - Option 2 : Littératures et cultures suisses	MASAO2LCS	74264
Ma avec spécialisation - Espagnol - Spécialisation en recherche et critique en études hispaniques	MASESRCEH	74365
Ma avec spécialisation - Etudes asiatiques	MASEA	74774
Ma avec spécialisation - Français moderne - Spécialisation en Histoire et épistémologie	MASFMSHE	73984
Ma avec spécialisation - Histoire de l'art - Spécialisation en histoire et théorie de l'art et de l'architecture	MASHLSHTLL	76235
Ma avec spécialisation - Histoire générale - Spécialisation en production des savoirs historiques	MASHGSPSH	76078
Ma avec spécialisation - Italien - Spécialisation en méthodes de la critique	MASISMC	74417
Ma avec spécialisation - Philosophie - Spécialisation en philosophie antique et médiévale	MASPSPAM	75942
Ma avec spécialisation - Philosophie - Spécialisation en philosophie contemporaine	MASPSPC	75941
Ma avec spécialisation - Philosophie - Spécialisation en philosophie des sciences	MASPSPS	75943
Master (Master of Arts, MA) - Allemand	MAMA	74147
Master (Master of Arts, MA) - Anglais	MAMA	74276
Master (Master of Arts, MA) - Arabe	MAMA	74464
Master (Master of Arts, MA) - Archéologie classique	MAMAC	75272
Master (Master of Arts, MA) - Arménien	MAMA	74628
Master (Master of Arts, MA) - Egyptologie et copte	MAMEC	75320
Master (Master of Arts, MA) - Enseignement de l'italien au secondaire II	MAMELSI	76541
Master (Master of Arts, MA) - Espagnol	MAME	74327
Master (Master of Arts, MA) - Etudes chinoises	MAMEC	74709
Master (Master of Arts, MA) - Etudes classiques	MAMEC	75422
Master (Master of Arts, MA) - Etudes japonaises	MAMEJ	74741
Master (Master of Arts, MA) - Etudes médiévales	MAMEM	76380
Master (Master of Arts, MA) - Etudes mésopotamiennes	MAMEM	75378
Master (Master of Arts, MA) - Etudes russes	MAMER	74541
Master (Master of Arts, MA) - Français langue étrangère	MAMFLE	76460
Master (Master of Arts, MA) - Français moderne	MAMFM	73925
Master (Master of Arts, MA) - Grec	MAMG	74814
Master (Master of Arts, MA) - Histoire ancienne	MAMHA	75003
Master (Master of Arts, MA) - Histoire de l'art	MAMHL	76135
Master (Master of Arts, MA) - Histoire et anthropologie  des religions	MAMHAR	75036
Master (Master of Arts, MA) - Histoire générale	MAMHG	75963
Master (Master of Arts, MA) - Histoire transnationale	MAMHT	75967
Master (Master of Arts, MA) - Informatique	MAMI	74085
Master (Master of Arts, MA) - Italien	MAMI	74372
Master (Master of Arts, MA) - Latin	MAML	74936
Master (Master of Arts, MA) - Linguistique	MAML	74035
Master (Master of Arts, MA) - Littérature comparée	MAMLC	76291
Master (Master of Arts, MA) - Musicologie	MAMM	76243
Master (Master of Arts, MA) - Philosophie	MAMP	75878
Master Moyen-Orient	MM	77365
Master Russie - Europe médiane	MREM	77364
Master avec spécialisation (Master of Arts, MA) - Archéologie classique	MASAMAC	75273
Master avec spécialisation (Master of Arts, MA) - Egyptologie et copte	MASAMEC	75321
Master avec spécialisation (Master of Arts, MA) - Etudes mésopotamiennes	MASAMEM	75379
Master avec spécialisation (Master of Arts, MA) - Grec	MASAMG	74815
Master avec spécialisation (Master of Arts, MA) - Histoire ancienne	MASAMHA	75004
Master avec spécialisation (Master of Arts, MA) - Histoire et anthropologie des religions	MASAMHAR	75037
Master avec spécialisation (Master of Arts, MA) - Latin	MASAML	74937
Master class	MC	73729
Master en Psychologie 120 crédits ECTS	MP1CE	76997
Master en archéologie préhistorique	MAP	73693
Master en biochimie (MSc biochimie)	MBB	73739
Master en biologie 90 crédits (Aucune nouvelle admission, 2022)	MB9CNA2	73760
Master en chimie (MSc chimie)	MCC	73738
Master en droit	MD	76914
Master en droit civil et pénal	MDCP	76918
Master en droit international et européen	MDIE	76916
Master en droit public	MDP	76917
Master en droit économique	MDE	76915
Master en développement territorial (Régional) Orientation Développement régional	MDTODR	76710
Master en développement territorial (Suds) Orientation Développement territorial des Suds	MDTODTS	76711
Master en développement territorial (Urbanisme) Orientation Urbanisme de projet	MDTOUP	76712
Master en géographie politique et culturelle	MGPC	76714
Master en histoire économique internationale	MHEI	76715
Master en interprétation de conférence	MIC	77219
Master en journalisme et communication, orientation médias et communication digitale	MJCOMCD	76716
Master en logopédie	ML	76995
Master en management public (MAP)	MMP	76717
Master en mathématique	MM	73727
Master en mathématiques, informatique et sciences numériques	MMISN	73728
Master en médecine	MM	73874
Master en médecine dentaire	MMD	73887
Master en pharmacie	MP	73838
Master en science politique	MSP	76718
Master en sciences biomédicales	MSB	73839
Master en sciences de l'environnement	MSL	73691
Master en sciences informatiques	MSI	73711
Master en sciences informatiques 120	MSI1	73712
Master en sociologie	MS	76721
Master en socioéconomie	MS	76719
Master en systèmes et services numériques- 90 ECTS	MSSN9E	77474
Master en théologie	MT	76947
Master en traitement informatique multilingue (MATIM)	MTIM	77220
Master en études européennes Orientation "Economie, Politique, Institutions et Sociétés Européennes" (EPISE)	MEEO"PISE	77414
Master en études européennes Orientation "Global Europe" (GE)	MEEO"E	77415
Master en études genre	MEG	76713
Master in Chemical Biology	MCB	73740
Master in Physics with Specialization  120 ECTS	MPWS1E	73689
Master in astrophysics	MA	73695
Master in the Political Economy of Capitalism	MPEC	76722
Master interdisciplinaire en droits de l'enfant (MIDE)	MIDL	77462
Master interfacultaire en neurosciences (titre délivré par la Faculté de Psychologie et des Sciences de l'éducation)	MINDPFPSL	76996
Master interfacultaire en neurosciences (titre délivré par la faculté de médecine)	MINDPFM	73872
Master of Arts in Standardization, Social Regulation and Sustainable Development	MASSRASD	76724
Master of Science in Biology 120 crédits	MSB1C	77661
Master of Science in Business Analytics  / Master en business analytics (120 ECTS)	MSBAMBAE	76560
Master of Science in Commodity Trading / Master en négoce des matières premières (120 ECTS)	MSCTMNMPE	76563
Master of Science in Commodity Trading / Master en négoce des matières premières (90 ECTS)	MSCTMNMPE	76564
Master of Science in Economics  / Master en sciences économiques (90 ECTS)	MSEMSEE	76562
Master of Science in Global Health	MSGH	77366
Master of Science in Innovation, Human Development and Sustainability	MSIHDAS	76725
Master of Science in Management  / Master en gestion d'entreprise (90 ECTS)	MSMMGDE	76557
Master of Science in Responsible Management / Master en management responsable (90 ECTS)	MSRMMMRE	76558
Master of Science in Statistics / Master en statistique (90 ECTS)	MSSMSE	76559
Master of Science in Wealth Management / Master en gestion de patrimoine (90 ECTS)	MSWMMGPE	76565
Master of Sustainable societies and social change	MSSASC	77561
Master ès Sciences en sciences de la Terre	MSST	73752
Maîtrise en études africaines	MEA	77367
Maîtrises en traduction (MATS; MATT; MATCOM)	MTMM	77221
Modules d'études genre	MDG	76286
Modules de langue et civilisation coréennes	MLCC	74706
Modules de langue et culture roumaines	MLCR	74325
Modules de langue et littérature rhétoromanche	MLLR	74324
Modules de langue portugaise et littératures lusophones	MLPLL	74323
Modules de recherche	MR	76288
Modules supplémentaires - grec	MSG	74816
Modules supplémentaires - latin	MSL	74938
PhD Courses in physics	PCP	73813
Sciences et technologies de l'apprentissage et de la formation (MALTT) 120 ECTS	STLF1E	77206
Séminaires avancés de la Section de mathématiques	SASM	73725
